listing_date,sqft,bedrooms,age_years,distance_km,school_score,renovated,sale_price
2025-06-08,3024,5,33,8.78,8.9,0,913871.28
2025-06-09,773,1,13,15.11,9.5,0,359475.17
2025-06-09,2374,4,40,14.63,5.9,1,720819.19
2025-06-09,715,1,16,21.92,9.2,0,334541.26
2025-06-10,2541,4,45,4.82,4.7,0,709757.13
2025-06-10,2647,4,9,9.84,4.1,1,757040.93
2025-06-10,798,2,66,4.18,5.6,0,309725.86
2025-06-11,1094,2,46,0.32,7.3,0,390275.82
2025-06-11,2116,3,62,26.96,4.8,0,529124.83
2025-06-11,2396,3,54,24.17,9.8,0,692165.78
2025-06-12,562,1,60,8.31,4.0,0,175822.58
2025-06-12,3057,4,28,14.97,7.6,0,859120.05
2025-06-12,2566,4,73,23.18,7.9,0,691134.54
2025-06-13,1193,1,69,9.3,5.1,1,358626.06
2025-06-13,2690,4,69,11.02,8.8,0,775993.36
2025-06-13,1435,2,0,10.19,7.3,0,467118.2
2025-06-14,1678,3,67,15.67,7.5,0,510803.8
2025-06-14,1436,3,25,21.06,4.2,0,444803.04
2025-06-14,951,1,46,14.45,8.4,0,359786.36
2025-06-15,621,1,26,14.1,4.4,0,219769.67
2025-06-15,1113,1,47,2.07,7.4,0,394119.41
2025-06-15,2463,4,81,16.7,5.4,0,611561.79
2025-06-16,2143,3,56,22.03,7.0,0,565710.03
2025-06-16,1393,2,51,10.61,4.6,0,394404.15
2025-06-16,765,1,35,26.83,5.8,0,245096.89
2025-06-17,2141,3,75,14.51,8.3,0,605799.77
2025-06-17,1703,2,71,19.85,8.0,1,524224.3
2025-06-17,2506,3,22,22.92,3.6,0,636131.56
2025-06-18,1638,3,17,5.96,5.6,0,569039.12
2025-06-18,873,1,83,4.45,9.6,0,326780.31
2025-06-18,1650,2,77,22.74,8.1,0,469661.55
2025-06-19,962,1,62,1.31,9.8,0,391648.52
2025-06-19,2646,4,8,25.36,4.0,0,670603.0
2025-06-19,2742,5,32,16.12,5.8,0,757976.87
2025-06-20,567,1,0,5.9,9.1,0,363832.1
2025-06-20,1180,2,5,8.22,4.2,0,421256.07
2025-06-20,2913,4,11,15.4,8.8,0,873357.21
2025-06-21,1400,3,36,12.69,7.6,1,519756.04
2025-06-21,1327,1,83,16.37,7.3,0,360897.58
2025-06-21,1759,2,43,14.5,8.5,0,573468.35
2025-06-22,1440,2,82,23.59,3.9,0,339841.12
2025-06-22,2461,4,80,25.88,6.0,1,655905.64
2025-06-22,2328,4,22,7.87,6.2,0,695253.84
2025-06-23,699,2,44,19.16,9.5,1,353555.29
2025-06-23,559,1,39,17.81,6.2,0,273116.44
2025-06-23,3088,5,35,14.6,4.9,0,827040.55
2025-06-24,743,2,29,25.57,8.0,0,330044.7
2025-06-24,1037,1,4,1.78,4.6,0,359108.56
2025-06-24,643,1,8,22.2,8.0,1,321496.6
2025-06-25,1951,2,5,14.6,5.5,0,564450.37
2025-06-25,1765,3,55,15.69,6.2,1,537968.32
2025-06-25,823,2,3,8.94,5.6,0,346596.08
2025-06-26,2888,5,43,26.97,7.0,1,784607.73
2025-06-26,1429,2,48,22.33,7.6,0,440084.88
2025-06-26,966,1,65,24.65,4.0,0,248757.73
2025-06-27,2273,4,39,2.81,4.4,0,666930.22
2025-06-27,1518,3,28,7.96,3.7,0,470858.41
2025-06-27,1582,3,1,7.51,6.0,1,579028.99
2025-06-28,967,2,65,7.82,8.0,0,364940.9
2025-06-28,2492,4,75,8.67,6.8,1,730521.29
2025-06-28,2378,4,48,4.37,3.9,0,671259.54
2025-07-01,2289,3,68,26.55,6.3,1,622258.52
2025-07-01,1093,2,54,26.42,6.0,0,310159.96
2025-07-01,1322,2,51,19.36,7.0,0,414103.13
2025-07-02,574,1,16,11.49,4.4,0,216893.32
2025-07-02,1018,1,34,15.34,6.8,0,330690.76
2025-07-02,2032,3,32,24.81,9.4,1,650833.3
2025-07-03,1342,2,28,19.22,6.6,1,444500.71
2025-07-03,2890,4,53,18.08,6.7,0,766302.22
2025-07-03,1646,2,61,6.21,6.1,0,454055.97
2025-07-04,1643,2,72,25.55,7.2,0,466197.7
2025-07-04,718,1,45,18.64,6.9,1,326035.42
2025-07-04,2998,5,25,3.75,9.6,1,983319.95
2025-07-05,2736,5,84,0.29,6.0,0,779565.64
2025-07-05,2978,4,48,11.04,4.9,0,802448.34
2025-07-05,928,1,82,6.64,7.0,1,321654.83
2025-07-06,2992,5,52,15.04,6.7,1,836593.1
2025-07-06,890,1,23,25.86,6.1,0,287038.74
2025-07-06,3158,5,68,1.53,7.2,0,835028.6
2025-07-07,1897,3,19,23.5,9.7,0,584147.91
2025-07-07,1353,2,69,6.83,7.5,0,459915.74
2025-07-07,1695,2,35,14.78,6.1,0,505786.58
2025-07-08,1868,3,81,7.79,8.7,0,565726.44
2025-07-08,2489,3,13,18.95,4.7,0,657764.68
2025-07-08,1988,3,52,15.63,7.1,0,559854.62
2025-07-09,2182,3,50,21.69,6.8,0,621658.93
2025-07-09,2368,3,47,11.22,5.3,0,646169.47
2025-07-09,927,1,49,27.68,9.4,1,345204.43
2025-07-10,1471,3,81,14.79,6.4,0,437286.03
2025-07-10,1894,3,76,3.28,8.6,0,572272.56
2025-07-10,1163,2,41,14.6,4.7,0,364991.62
2025-07-11,2522,4,76,5.8,7.0,0,685580.37
2025-07-11,747,1,35,3.37,4.3,0,250995.97
2025-07-11,2535,4,75,12.15,7.4,0,699836.98
2025-07-12,640,1,54,1.34,5.9,0,286841.93
2025-07-12,1036,1,12,20.93,4.6,0,357654.07
2025-07-12,2177,3,65,22.55,6.0,0,536021.63
2025-07-13,818,2,3,17.36,9.2,1,426805.49
2025-07-13,1952,3,28,17.59,5.7,1,601280.72
2025-07-13,2235,4,0,19.66,9.3,0,738532.07
2025-07-14,3049,5,76,13.29,7.7,0,845529.51
2025-07-14,2570,5,28,1.4,7.2,0,784617.84
2025-07-14,1133,1,9,23.74,8.5,0,387647.88
2025-07-15,3197,5,51,20.75,7.5,0,847443.4
2025-07-15,2172,3,48,24.8,9.0,0,618534.59
2025-07-15,1288,2,84,26.9,8.0,0,339101.74
2025-07-16,1627,2,39,3.31,3.8,0,471487.15
2025-07-16,2752,5,76,1.58,6.5,0,753935.97
2025-07-16,2906,5,64,16.51,3.7,0,734222.62
2025-07-17,1021,2,77,0.23,9.1,0,401083.67
2025-07-17,892,2,5,1.36,4.8,0,345796.64
2025-07-17,2944,4,67,0.81,4.2,0,784323.36
2025-07-18,2665,5,8,10.16,5.9,0,789101.25
2025-07-18,647,1,63,25.35,8.7,0,278643.94
2025-07-18,3013,5,79,0.73,9.5,0,886541.56
2025-07-19,2676,4,83,25.33,9.3,0,745256.88
2025-07-19,2436,3,13,26.44,4.6,0,638261.82
2025-07-19,1114,2,30,4.74,4.3,0,397840.62
2025-07-20,1074,2,66,15.06,5.8,0,304207.84
2025-07-20,3070,5,10,18.17,5.5,0,821255.08
2025-07-20,2606,5,45,16.6,4.6,0,688869.82
2025-07-21,1595,2,24,27.48,7.2,0,454445.41
2025-07-21,2813,4,19,22.32,6.4,1,816826.05
2025-07-21,697,1,81,23.07,9.5,1,269584.28
2025-07-22,1323,2,17,14.47,4.3,0,433498.43
2025-07-22,1758,2,21,9.08,6.6,1,589520.59
2025-07-22,2314,3,82,15.6,8.6,0,647552.01
2025-07-23,2934,4,55,14.16,7.5,0,816395.99
2025-07-23,1707,2,1,5.14,6.0,0,547963.29
2025-07-23,811,1,75,12.73,8.8,0,305527.0
2025-07-24,2303,4,78,12.29,7.3,0,656493.31
2025-07-24,2650,4,14,4.61,4.8,0,758025.78
2025-07-24,2662,5,43,21.37,6.2,0,745686.71
2025-07-25,3105,5,26,4.59,5.5,0,891493.81
2025-07-25,3087,5,6,12.48,7.1,0,838483.65
2025-07-25,3070,4,64,11.67,9.2,0,847689.39
2025-07-26,2152,3,72,13.24,8.5,0,622875.27
2025-07-26,3103,5,70,13.67,9.7,0,864777.17
2025-07-26,2607,3,72,6.14,8.6,1,757722.7
2025-07-27,1078,2,31,22.34,4.1,0,315102.02
2025-07-27,1160,2,76,15.3,7.2,0,329049.05
2025-07-27,1906,3,30,10.83,9.0,0,623813.06
2025-07-28,1456,2,16,18.68,8.9,0,477934.06
2025-07-28,1308,2,15,19.88,4.3,0,381416.85
2025-07-28,2148,3,19,5.2,5.5,0,646122.03
2025-08-01,1809,3,46,10.27,8.3,0,585351.03
2025-08-01,616,1,69,8.34,9.0,1,318123.49
2025-08-01,1825,3,35,17.55,5.8,0,537564.95
2025-08-02,2036,4,24,13.36,7.6,1,702525.89
2025-08-02,736,1,84,9.02,6.4,0,223139.18
2025-08-02,2724,4,14,18.07,4.2,1,788074.47
2025-08-03,965,1,77,16.19,8.0,0,332634.14
2025-08-03,586,1,55,22.46,4.2,0,175938.71
2025-08-03,1440,3,9,1.55,7.3,0,549955.32
2025-08-04,810,1,34,27.41,4.9,1,266912.52
2025-08-04,577,1,8,23.12,6.0,0,232282.78
2025-08-04,2876,5,31,18.26,7.3,0,831659.87
2025-08-05,739,1,28,7.23,9.5,0,352497.87
2025-08-05,2552,3,73,27.57,6.8,0,646166.08
2025-08-05,955,1,6,20.82,5.4,0,330018.05
2025-08-06,2208,4,31,4.51,6.7,0,662273.67
2025-08-06,2026,4,49,4.65,7.5,0,633836.81
2025-08-06,1606,3,7,11.66,4.8,0,512934.46
2025-08-07,1692,2,17,16.78,8.7,0,555004.34
2025-08-07,1483,2,55,25.85,5.7,0,405226.54
2025-08-07,1510,3,71,23.5,3.5,1,392788.74
2025-08-08,1483,2,52,17.6,8.5,0,451606.93
2025-08-08,2116,3,81,1.6,7.3,0,616379.38
2025-08-08,1416,3,11,8.39,8.0,0,531212.08
