snapshot_date,tenure_months,logins_30d,support_tickets_30d,monthly_spend,recent_price_rise,churned
2025-03-07,4,24,6,31.55,0,1
2025-03-07,12,31,6,90.48,0,0
2025-03-07,69,22,0,115.61,0,0
2025-03-07,21,34,2,112.77,1,0
2025-03-07,25,16,2,95.15,0,1
2025-03-08,49,17,5,100.06,0,1
2025-03-08,16,30,3,65.64,0,0
2025-03-08,8,34,1,109.89,1,0
2025-03-08,14,13,3,73.0,1,1
2025-03-08,60,3,7,187.69,0,0
2025-03-09,4,13,2,64.07,0,1
2025-03-09,3,7,1,51.13,1,0
2025-03-09,16,17,5,79.83,1,0
2025-03-09,39,8,0,60.78,1,0
2025-03-09,1,18,1,60.21,0,0
2025-03-10,17,34,5,139.6,0,0
2025-03-10,53,22,4,103.58,0,0
2025-03-10,48,9,0,152.6,0,0
2025-03-10,46,19,1,90.78,0,0
2025-03-10,65,11,0,125.2,0,0
2025-03-11,27,19,6,100.35,0,1
2025-03-11,71,27,7,177.32,0,0
2025-03-11,63,15,4,123.2,0,0
2025-03-11,54,35,5,123.31,0,0
2025-03-11,58,5,1,141.41,0,0
2025-03-12,23,7,5,137.57,0,0
2025-03-12,61,1,4,124.85,0,0
2025-03-12,50,20,3,104.82,0,0
2025-03-12,30,33,0,139.01,0,0
2025-03-12,15,0,7,53.75,0,1
2025-03-13,32,6,4,73.23,0,0
2025-03-13,12,30,2,86.62,0,0
2025-03-13,8,35,7,91.42,0,0
2025-03-13,38,28,7,102.06,1,0
2025-03-13,27,32,0,118.44,0,0
2025-03-14,54,21,3,110.54,0,0
2025-03-14,14,19,7,30.71,0,1
2025-03-14,2,27,0,75.09,0,0
2025-03-14,28,7,7,99.05,0,1
2025-03-14,56,14,5,101.75,0,0
2025-03-15,46,15,2,110.31,0,0
2025-03-15,24,35,0,90.39,1,0
2025-03-15,71,20,5,154.33,0,0
2025-03-15,36,34,5,154.24,1,0
2025-03-15,65,13,5,178.46,0,0
2025-03-16,38,4,7,125.64,1,1
2025-03-16,33,18,1,78.11,0,0
2025-03-16,17,35,5,70.61,0,0
2025-03-16,4,18,1,64.93,0,0
2025-03-16,20,1,7,103.19,1,1
2025-03-17,1,35,6,22.85,0,1
2025-03-17,54,14,1,125.55,0,0
2025-03-17,46,3,7,114.41,0,1
2025-03-17,38,20,3,78.36,0,0
2025-03-17,43,14,4,165.17,1,0
2025-03-18,7,29,6,33.75,0,1
2025-03-18,56,13,2,132.05,0,0
2025-03-18,55,10,3,111.71,0,0
2025-03-18,0,12,1,37.72,0,1
2025-03-18,11,33,6,110.02,0,0
2025-03-19,63,11,1,152.52,0,0
2025-03-19,62,3,3,155.47,0,0
2025-03-19,37,31,1,79.56,0,0
2025-03-19,34,31,0,140.19,0,0
2025-03-19,21,3,5,90.42,0,1
2025-03-20,57,16,0,124.44,0,0
2025-03-20,62,15,3,115.54,0,0
2025-03-20,7,24,3,52.1,0,0
2025-03-20,61,12,6,188.33,0,0
2025-03-20,57,35,2,110.04,0,0
2025-03-21,24,30,4,101.37,0,0
2025-03-21,8,5,5,31.99,0,1
2025-03-21,9,28,0,100.45,0,0
2025-03-21,50,13,3,121.83,1,0
2025-03-21,24,33,5,62.73,1,1
2025-03-22,55,14,3,103.02,0,0
2025-03-22,51,6,7,148.57,0,0
2025-03-22,47,9,3,88.73,0,0
2025-03-22,15,18,0,59.78,0,1
2025-03-22,64,4,7,195.79,0,0
2025-03-23,34,14,0,120.22,0,0
2025-03-23,72,26,6,168.04,0,0
2025-03-23,20,15,0,98.79,0,0
2025-03-23,55,2,5,126.39,0,0
2025-03-23,71,0,1,165.1,1,0
2025-03-24,14,14,7,100.77,1,1
2025-03-24,1,31,5,97.78,0,0
2025-03-24,43,16,3,128.13,0,0
2025-03-24,56,18,6,160.9,1,0
2025-03-24,71,29,7,145.05,0,0
2025-03-25,65,15,5,168.13,0,0
2025-03-25,4,27,1,63.68,0,0
2025-03-25,65,1,6,154.83,1,0
2025-03-25,69,13,0,143.63,0,0
2025-03-25,15,1,3,55.73,1,1
2025-03-26,51,12,2,126.88,1,0
2025-03-26,44,21,2,115.7,0,0
2025-03-26,15,27,5,86.53,0,0
2025-03-26,41,2,3,154.82,1,0
2025-03-26,10,3,3,70.28,0,0
2025-03-27,29,27,1,84.82,0,0
2025-03-27,51,25,5,123.51,0,0
2025-03-27,25,25,3,124.2,0,0
2025-03-27,41,2,4,117.13,0,1
2025-03-27,9,30,6,98.32,0,0
2025-03-28,71,12,0,155.71,0,0
2025-03-28,13,33,1,39.99,0,0
2025-03-28,19,9,7,87.58,0,0
2025-03-28,6,1,5,102.74,0,1
2025-03-28,69,11,2,132.0,1,0
